name,gitUrl,commitID,repoName,clone,pomExist,hasHierarchicalPom,lastCommitDate
magja:magja,https://github.com/magja/magja.git,6923f753daccac81761f777a1a3b64ad1c717edc,magja,true,true,true,
mkobos:pca_transform,https://github.com/mkobos/pca_transform.git,0f73f443465eeae2d2131fc0da82a7cf7dc92bc2,pca_transform,true,true,false,2015-06-23 02:11:24 +0200
ripreal:V8LogScanner,https://github.com/ripreal/V8LogScanner.git,3789156a0ab07c4b2cdd91e8165ca733ecc01905,V8LogScanner,true,true,false,2023-06-09 17:42:23 +0300
vbauer:herald,https://github.com/vbauer/herald.git,608c39a6223184ff083ab3f5a737df51da8751b7,herald,true,true,false,2022-12-22 04:39:07 +0700
salyh:javamail-mock2,https://github.com/salyh/javamail-mock2.git,73266c1d4d3606baac542933e7512633a39de1c4,javamail-mock2,true,true,false,2014-06-20 21:18:07 +0200
xuminwlt:j360-dubbo-app-all,https://github.com/xuminwlt/j360-dubbo-app-all.git,fc32b0b074177a30d558ae8f0714ae4c05a7e47f,j360-dubbo-app-all,true,true,true,
j-easy:easy-random,https://github.com/j-easy/easy-random.git,51150d4621c4ec6d534d99e6a71eeaeb2e11caaf,easy-random,true,true,false,2023-09-09 22:48:13 +0200
wmz7year:Thrift-Connection-Pool,https://github.com/wmz7year/Thrift-Connection-Pool.git,664df53dab12f87a53442e63dcaef1a7af5a484b,Thrift-Connection-Pool,true,true,false,2016-05-09 17:49:33 +0800
lanyonm:playground,https://github.com/lanyonm/playground.git,c0c50b69bfb08cae2d267bd95774be66df2ddb1b,playground,true,true,false,2016-01-04 09:22:09 -0600
magro:kryo-serializers,https://github.com/magro/kryo-serializers.git,cc89b036d90403a9c6c98dd13800811a33a48962,kryo-serializers,true,true,false,2019-05-16 15:11:51 +0200
poetix:octarine,https://github.com/poetix/octarine.git,1161036869336b85d24c00a556840ef6e286f3a7,octarine,true,true,true,
awaitility:awaitility,https://github.com/awaitility/awaitility.git,fbe16add874b4260dd240108304d5c0be84eabc8,awaitility,true,true,true,
maihaoche:rocketmq-spring-boot-starter,https://github.com/maihaoche/rocketmq-spring-boot-starter.git,3992d46bd24c859cd1bd903689f9f1e5cb73f1f4,rocketmq-spring-boot-starter,true,true,false,2020-06-05 15:00:49 +0800
mast-group:sequence-mining,https://github.com/mast-group/sequence-mining.git,fd1ab464f902d596bad5663900c03166328ed91d,sequence-mining,true,true,true,
square:rack-servlet,https://github.com/square/rack-servlet.git,9d480e4953f8297436a73928c41e592bddc1556b,rack-servlet,true,true,true,
robert-bor:CSVeed,https://github.com/robert-bor/CSVeed.git,d65446ae0fc89b3b137b2a0aa32165812ee3e528,CSVeed,true,true,false,2024-04-21 15:16:23 -0400
leonchen83:redis-rdb-cli,https://github.com/leonchen83/redis-rdb-cli.git,eb98bb08b9216e7e48582ff82744696ff4938c5a,redis-rdb-cli,true,true,false,2024-02-21 17:57:29 +0800
web3j:web3j-maven-plugin,https://github.com/web3j/web3j-maven-plugin.git,0a65edf50f5ca5d1475e01b437e0104914522747,web3j-maven-plugin,true,true,true,
gabrie-allaigre:sonar-gitlab-plugin,https://github.com/gabrie-allaigre/sonar-gitlab-plugin.git,1a6b20737c0e034fed35f555442fa493c6268e9f,sonar-gitlab-plugin,true,true,false,2019-05-15 10:21:09 +0200
GrammarViz2:grammarviz2_src,https://github.com/GrammarViz2/grammarviz2_src.git,e6f5fecd4e16f6abf3b5bf45f994efe5995121a5,grammarviz2_src,true,true,false,2022-01-10 21:10:41 +0100
j-easy:easy-batch,https://github.com/j-easy/easy-batch.git,647ce811fc1ada476ceef4f48a2f8523367a4892,easy-batch,true,true,true,
mojohaus:exec-maven-plugin,https://github.com/mojohaus/exec-maven-plugin.git,dced4f552949ea560cf8f69135e37f554dd4345b,exec-maven-plugin,true,true,true,
mojohaus:extra-enforcer-rules,https://github.com/mojohaus/extra-enforcer-rules.git,fba70bd064b343cbc9b86414c983a69f2344ccbb,extra-enforcer-rules,true,true,true,
symphonyoss:symphony-java-client,https://github.com/symphonyoss/symphony-java-client.git,a03a4b9ccdfe6e571db47fd293125e69e8de15fb,symphony-java-client,true,true,true,
EsotericSoftware:reflectasm,https://github.com/EsotericSoftware/reflectasm.git,cad4d755114e80169727fd030c85d55db3997bd8,reflectasm,true,true,false,2022-11-10 14:40:46 -0400
apache:incubator-tamaya,https://github.com/apache/incubator-tamaya.git,fae0bf37f74825eebb01327bc9846790e878fa19,incubator-tamaya,true,true,true,
wihoho:FaceRecognition,https://github.com/wihoho/FaceRecognition.git,df9471c04d6ee1aa990fb97dd7352be8ab59e6d4,FaceRecognition,true,true,false,2018-11-03 12:08:25 -0700
yammer:dropwizard-auth-ldap,https://github.com/yammer/dropwizard-auth-ldap.git,5e46b808875acc8a0b9d1f5fe18872d877ecd836,dropwizard-auth-ldap,true,true,false,2017-07-31 11:43:04 -0700
raphw:guava-cache-overflow-extension,https://github.com/raphw/guava-cache-overflow-extension.git,befa47bb955ffa9f344b44e8621290d65e6592d2,guava-cache-overflow-extension,true,true,false,2013-11-09 12:34:23 +0100
Adobe-Consulting-Services:acs-aem-commons,https://github.com/Adobe-Consulting-Services/acs-aem-commons.git,95360830574882c1bdebf1a24ced64f7bdade33c,acs-aem-commons,true,true,true,
httpcache4j:httpcache4j,https://github.com/httpcache4j/httpcache4j.git,9c07ebd63cd104a99eb9e771f760f14efa4fe0f6,httpcache4j,true,true,true,
minwan1:spring-security-oauth2-example,https://github.com/minwan1/spring-security-oauth2-example.git,205461b056cd8cd17e179ab8260fdeaaa4cfdcf2,spring-security-oauth2-example,true,true,false,2018-08-07 01:06:02 +0900
klieber:phantomjs-maven-plugin,https://github.com/klieber/phantomjs-maven-plugin.git,7ec6526a23289bf883048b54985c2c08942ad0a3,phantomjs-maven-plugin,true,true,true,
zapodot:embedded-db-junit,https://github.com/zapodot/embedded-db-junit.git,f6d49e5c142088b095f1e6b1217631d48b533e23,embedded-db-junit,true,true,true,
excelsior-oss:restler,https://github.com/excelsior-oss/restler.git,58efcff137868778718fba1113baff59f1c44139,restler,true,true,true,
tcurdt:jdeb,https://github.com/tcurdt/jdeb.git,3084a8e543982e1326b2b25d11c84a36134dac10,jdeb,true,true,true,
FlexTradeUKLtd:jfixture,https://github.com/FlexTradeUKLtd/jfixture.git,70c10d846b81bb115ffd2f8875d0634dc0454990,jfixture,true,true,true,
velo:feign-mock,https://github.com/velo/feign-mock.git,b91e135011c09f52b37f78e3028533c04ff9c3ad,feign-mock,true,true,false,2018-06-29 09:30:17 +1200
3wks:thundr,https://github.com/3wks/thundr.git,,thundr,false,false,true,
vert-x3:vertx-kafka-client,https://github.com/vert-x3/vertx-kafka-client.git,94924e9392c2b841aa20957364d026c3ffe8bce3,vertx-kafka-client,true,true,false,2024-05-21 11:12:47 +0200
jhalterman:sarge,https://github.com/jhalterman/sarge.git,9fc14a62298d0b1abf109a1d3d5d75a3134ccb68,sarge,true,true,false,2023-04-11 18:45:44 -0700
extjwnl:extjwnl,https://github.com/extjwnl/extjwnl.git,6b748537f9d8c3eb2be8af48c06522460fcfd4fd,extjwnl,true,true,true,
sterodium:selenium-grid-extensions,https://github.com/sterodium/selenium-grid-extensions.git,fef28586730b543b5086b0215b7a21463d84c084,selenium-grid-extensions,true,true,true,
burtcorp:jmespath-java,https://github.com/burtcorp/jmespath-java.git,3bf9376ec57dd8669814cd512642f32144e3ae0a,jmespath-java,true,true,true,
unic:neba,https://github.com/unic/neba.git,980331d616ba38a24bdb51e7cb6050b1d5903fed,neba,true,true,true,
jenkinsci:github-plugin,https://github.com/jenkinsci/github-plugin.git,69254ce7765c03b3cad186396996265668a3795c,github-plugin,true,true,false,2024-05-16 20:18:20 +0300
drallieiv:KinanCity,https://github.com/drallieiv/KinanCity.git,d5ff6268b2e1530f62be52351fa30f3d3d205b03,KinanCity,true,true,true,
FasterXML:jackson-modules-base,https://github.com/FasterXML/jackson-modules-base.git,b803d4be1f583972a7972fd9f1c4562f8692449f,jackson-modules-base,true,true,true,
netceteragroup:valdr-bean-validation,https://github.com/netceteragroup/valdr-bean-validation.git,96a1f325e84654f7b64a73501eb9ac700a06549a,valdr-bean-validation,true,true,true,
mybatis:freemarker-scripting,https://github.com/mybatis/freemarker-scripting.git,397f99117bafc403cc9ab414ec595a3bcf02ac11,freemarker-scripting,true,true,false,2024-05-26 17:22:51 -0400
jeevatkm:excelReader,https://github.com/jeevatkm/excelReader.git,87f451474e3e8863688d19269bcd2bcc56873e87,excelReader,true,true,false,2018-06-04 12:44:01 -0700
forgemo:bittrex-java-client,https://github.com/forgemo/bittrex-java-client.git,e588a3111fb8f3468a9cf5b004fdf9ddaf1b6fd6,bittrex-java-client,true,true,false,2023-08-20 23:22:58 +0200
protegeproject:swrlapi,https://github.com/protegeproject/swrlapi.git,5b89d824541899255bc858aeca4a9c4f4b585882,swrlapi,true,true,false,2023-09-12 16:47:58 -0700
gitbucket:markedj,https://github.com/gitbucket/markedj.git,4a3a95a1fb46c5d07861c553057742a0ddc08156,markedj,true,true,false,2024-05-27 17:34:07 +0900
binarywang:qrcode-utils,https://github.com/binarywang/qrcode-utils.git,004299a2870a9ec69f68fd39d1afe7849b9544d3,qrcode-utils,true,true,false,2023-06-21 14:47:08 +0800
garethjevans:swagger-codegen-maven-plugin,https://github.com/garethjevans/swagger-codegen-maven-plugin.git,87cdeae56e95b67cc44d1e9658be8d1a35fd4807,swagger-codegen-maven-plugin,true,true,false,2015-05-31 21:27:00 +0100
spotify:netty-zmtp,https://github.com/spotify/netty-zmtp.git,2daf31fbeefb0d8c5187e483e503b6675431706d,netty-zmtp,true,true,false,2022-03-31 13:18:30 +0200
ganshane:shakey,https://github.com/ganshane/shakey.git,f6938bdef210cc44d661fb0f200e37f279e7ba23,shakey,true,true,true,
dianbaer:grain,https://github.com/dianbaer/grain.git,6dabee1f6ac4a9c845416057babdc0d059363f7f,grain,true,true,true,
fergarrui:custom-bytecode-analyzer,https://github.com/fergarrui/custom-bytecode-analyzer.git,e907055ced6e6e2dfbd040166155f57245b31a76,custom-bytecode-analyzer,true,true,false,2018-03-27 09:21:38 +0100
jcabi:jcabi-github,https://github.com/jcabi/jcabi-github.git,de7639547c9f9dbbf51d4b89cbd53560f72693f1,jcabi-github,true,true,true,
jpmml:jpmml-evaluator,https://github.com/jpmml/jpmml-evaluator.git,2d2b8de77463b4bd24850dffd3cb61643c078909,jpmml-evaluator,true,true,true,
pholser:junit-quickcheck,https://github.com/pholser/junit-quickcheck.git,1b3cf7014b63f017b9d273debfc3d7cba09da4f4,junit-quickcheck,true,true,true,
vladimir-bukhtoyarov:rolling-metrics,https://github.com/vladimir-bukhtoyarov/rolling-metrics.git,7d9b6de2d7ae3e5610dfc4bd00679b31da0a6f6c,rolling-metrics,true,true,false,2022-03-20 21:24:29 +0300
javaparser:javaparser,https://github.com/javaparser/javaparser.git,678aaa1f5ace84e95a9a29f9bc62b4ea54199cd4,javaparser,true,true,true,
fmtn:a,https://github.com/fmtn/a.git,5dea9eb6e7ced8bc272f28cbd4f4d7d9408bbe9f,a,true,true,false,2023-09-03 10:45:02 +0200
ops4j:org.ops4j.pax.wicket,https://github.com/ops4j/org.ops4j.pax.wicket.git,ef7cb4bdf918e9e61ec69789b9c690567616faa9,org.ops4j.pax.wicket,true,true,true,
sofastack:sofa-jarslink,https://github.com/sofastack/sofa-jarslink.git,ecd07ed114b8ff4c25bc03afc7c5e6b4d66023b3,sofa-jarslink,true,true,true,
timschlechter:swagger-for-elasticsearch,https://github.com/timschlechter/swagger-for-elasticsearch.git,e8a3ccb954eea34d05c4051755404b8274968f08,swagger-for-elasticsearch,true,true,false,2018-01-07 13:42:42 +0100
smartcat-labs:cassandra-migration-tool-java,https://github.com/smartcat-labs/cassandra-migration-tool-java.git,790a0580770fba707d31e0c767d380707c6da3fc,cassandra-migration-tool-java,true,true,false,2016-12-20 10:23:55 +0100
google:closure-compiler,https://github.com/google/closure-compiler.git,75b19bee914da27d601ced83296c00f83352d7c5,closure-compiler,true,false,true,
dropwizard:dropwizard-java8,https://github.com/dropwizard/dropwizard-java8.git,d3fec0bc677d23ce4af270a3e726d13870a3e962,dropwizard-java8,true,true,true,
RUB-NDS:BurpSSOExtension,https://github.com/RUB-NDS/BurpSSOExtension.git,b3eab65fc574f96a55cf5bb770678faf5e2c2f44,BurpSSOExtension,true,true,false,2019-06-24 11:16:05 +0200
Comcast:jrugged,https://github.com/Comcast/jrugged.git,1c549de6f2363d7c296037874cff944de38fb66f,jrugged,true,true,true,
stratosphere:stratosphere,https://github.com/stratosphere/stratosphere.git,c543a08f9676c5b2b0a7088123bd6e795a8ae0c8,stratosphere,true,true,true,
Workday:timeseries-forecast,https://github.com/Workday/timeseries-forecast.git,9a22eaa0a26b6b4d9c5f8b8967af4a6b9ddf1bc6,timeseries-forecast,true,true,false,2019-05-19 17:01:01 -0700
twitter-archive:libcrunch,https://github.com/twitter-archive/libcrunch.git,90ec26e4f31cb64df7838d8f14aefaabc5184b5c,libcrunch,true,true,false,2017-03-16 16:30:28 -0700
afrunt:jach,https://github.com/afrunt/jach.git,4d49f2ccc3db6430b38c96e43e41cdb55026fd54,jach,true,true,false,2021-02-08 15:36:31 +0200
victims:maven-security-versions,https://github.com/victims/maven-security-versions.git,190c955113d1d78bd8fd240e64371bc69d7291b9,maven-security-versions,true,true,true,
gephi:gephi,https://github.com/gephi/gephi.git,,gephi,false,false,true,
hoverruan:weiboclient4j,https://github.com/hoverruan/weiboclient4j.git,80556b1ce40ee4dc063b977f885792efb6307547,weiboclient4j,true,true,false,2018-01-31 13:26:24 +0800
SonarSource:sslr,https://github.com/SonarSource/sslr.git,0a26bf74597aacaa3600a1f434f084b64e138d52,sslr,true,true,true,
yammer:breakerbox,https://github.com/yammer/breakerbox.git,ac6960bf28509fb04198409bdae9b97c0e29e260,breakerbox,true,true,true,
bdupras:guava-probably,https://github.com/bdupras/guava-probably.git,63e95719536318051bf940eed25130c0cfccc256,guava-probably,true,true,false,2020-10-21 19:41:50 -0600
beanshell:beanshell,https://github.com/beanshell/beanshell.git,3c576079f9395bd9c53af75c0224b6831c84aa70,beanshell,true,true,true,
Backelite:sonar-swift,https://github.com/Backelite/sonar-swift.git,a5e219515cd39701aa5c8d93f954a64acff3aa82,sonar-swift,true,true,true,
raphw:byte-buddy,https://github.com/raphw/byte-buddy.git,f277f6ff5eb96f7f647164ae607acd645777d580,byte-buddy,true,true,true,
paukiatwee:budgetapp,https://github.com/paukiatwee/budgetapp.git,98fffc152e8d6987d8a97e1dae208f23f759e4e4,budgetapp,true,true,false,2020-04-15 13:42:39 +0800
xdrop:fuzzywuzzy,https://github.com/xdrop/fuzzywuzzy.git,e8376dfdc1c0cb72f7924f3a347bfcd39855dbeb,fuzzywuzzy,true,true,true,
davidmoten:rxjava-extras,https://github.com/davidmoten/rxjava-extras.git,0bf2ab9eab60c1a2693c4ecacfb71cb148d16db0,rxjava-extras,true,true,false,2024-05-22 16:17:01 +0000
featurecat:lizzie,https://github.com/featurecat/lizzie.git,ebeb4469ebf7b28d6b4ca34006cb3f7059fdc9c3,lizzie,true,true,false,2020-09-30 18:10:13 -0500
ghillert:spring-batch-integration-sample,https://github.com/ghillert/spring-batch-integration-sample.git,5ab460e9b41e21ff0cde7e84ee70c5e06cc14095,spring-batch-integration-sample,true,true,true,
jmrozanec:cron-utils,https://github.com/jmrozanec/cron-utils.git,d31697ec4c30d4f43a1b528e5781d1d00ea1c967,cron-utils,true,true,false,2023-03-26 18:32:07 +0200
blueshen:ik-analyzer,https://github.com/blueshen/ik-analyzer.git,67ccb98201295212d5f76ec0e8fb923e47b97f30,ik-analyzer,true,true,false,2023-12-18 15:56:16 +0800
realrolfje:anonimatron,https://github.com/realrolfje/anonimatron.git,caab43036647d6058aba9f1f5cce5ec3b8982e92,anonimatron,true,true,false,2023-11-05 20:33:47 +0100
coveooss:saml-client,https://github.com/coveooss/saml-client.git,7039d8df616362c3a9ade16deb36672ddd8c7661,saml-client,true,true,false,2024-03-29 10:24:08 -0400
spotify:missinglink,https://github.com/spotify/missinglink.git,bdfb0decbe623a69f30b15e7eccf2b102f0cf15b,missinglink,true,true,true,
KittehOrg:KittehIRCClientLib,https://github.com/KittehOrg/KittehIRCClientLib.git,fe05a8028dd2738c4b4dbfdc62fb4d6358aaa8f5,KittehIRCClientLib,true,true,false,2023-12-28 21:52:51 -0500
Archistar:archistar-smc,https://github.com/Archistar/archistar-smc.git,b39dbd005193d8b77d21b75e655809a60f31057d,archistar-smc,true,true,false,2018-03-21 15:08:24 +0100
aaronshan:presto-third-functions,https://github.com/aaronshan/presto-third-functions.git,8bccc8f534a68107b3027b463b9957581e314ff6,presto-third-functions,true,true,false,2017-12-13 17:18:23 +0800
jeremiehuchet:nominatim-java-api,https://github.com/jeremiehuchet/nominatim-java-api.git,f8be7a160ba82da7aca9203614d10a85716fb13a,nominatim-java-api,true,true,false,2021-06-04 12:21:08 +0200
JakubDziworski:Enkel-JVM-language,https://github.com/JakubDziworski/Enkel-JVM-language.git,8a3290c86992250bdaacca28cec5bb638ee32189,Enkel-JVM-language,true,true,true,
etsy:arbiter,https://github.com/etsy/arbiter.git,166f99f5818274cb688cf85c7687e8ae6be4e803,arbiter,true,true,false,2019-03-04 09:44:26 -0600
mojohaus:rpm-maven-plugin,https://github.com/mojohaus/rpm-maven-plugin.git,f140d64f3bb462f61137821ffc1da9f55862fbc0,rpm-maven-plugin,true,true,true,
terasolunaorg:terasoluna-gfw,https://github.com/terasolunaorg/terasoluna-gfw.git,aba25b1fb261dc87ec3bf6a61f369c070efd4d2f,terasoluna-gfw,true,true,true,
microservices-demo:orders,https://github.com/microservices-demo/orders.git,546a10c92d1ff9998c21f3849f5b95a0f14430a0,orders,true,true,false,2023-12-05 14:10:11 +0000
jsimone:webapp-runner,https://github.com/jsimone/webapp-runner.git,4bb658ada603dacc18bbe5710bdc62f663ad88d8,webapp-runner,true,false,true,
m4rciosouza:ponto-inteligente-api,https://github.com/m4rciosouza/ponto-inteligente-api.git,bc611b361019ac92a8f5398555e23594ba3bcc94,ponto-inteligente-api,true,true,false,2019-06-15 11:35:46 +0100
danielflower:maven-gitlog-plugin,https://github.com/danielflower/maven-gitlog-plugin.git,674d9617f82d16c06f738d1f6904cae0d9a15ce2,maven-gitlog-plugin,true,true,false,2022-10-23 20:52:52 +0800
wxisme:bloomfilter,https://github.com/wxisme/bloomfilter.git,5c7769f7ed19cc0eb2860cc0e1d4c0159830cd9e,bloomfilter,true,true,false,2022-04-21 22:05:11 -0700
dzikoysk:pandomium,https://github.com/dzikoysk/pandomium.git,d92588537db9e75aeed6f2564a25755a002debba,pandomium,true,true,true,
google:acai,https://github.com/google/acai.git,d129cbf669c56f3d98637e662f67c555ea2a5eda,acai,true,true,false,2021-02-12 18:48:47 +0000
mailjet:mailjet-apiv3-java,https://github.com/mailjet/mailjet-apiv3-java.git,50a72a2b53c7b277fe41f3acaae8ff778d87553e,mailjet-apiv3-java,true,true,false,2023-12-13 11:47:52 +0200
VisualDataWeb:OWL2VOWL,https://github.com/VisualDataWeb/OWL2VOWL.git,35312f89c8866c6f90955585755312f897187376,OWL2VOWL,true,true,false,2022-01-06 07:31:14 +0100
bfwg:springboot-jwt-starter,https://github.com/bfwg/springboot-jwt-starter.git,80c0d0326b63d8a5ecbcd618f099cef15749a398,springboot-jwt-starter,true,true,false,2023-08-01 09:50:59 -0700
mast-group:api-mining,https://github.com/mast-group/api-mining.git,f8829c3b699356bfdfc3648e11ffecadd3300ca6,api-mining,true,true,true,
liaochong:myexcel,https://github.com/liaochong/myexcel.git,ff98d4235371450731e4b792891dae58c9616208,myexcel,true,true,true,
OpenPojo:openpojo,https://github.com/OpenPojo/openpojo.git,00ed7a06b6403e7f64b298a94c63d7ac70735ff9,openpojo,true,true,false,2021-05-16 18:38:01 -0700
mybatis:velocity-scripting,https://github.com/mybatis/velocity-scripting.git,2fd76a83c0d4098138c1657f31722937d795e144,velocity-scripting,true,true,false,2024-05-26 17:15:17 -0400
nativelibs4java:JNAerator,https://github.com/nativelibs4java/JNAerator.git,8e8a382a3cc17fbed1dbf626a151d599c53d8baa,JNAerator,true,true,true,
zalando:problem,https://github.com/zalando/problem.git,6a4b1ed10669028f5005622230ce8463ad8be59b,problem,true,true,true,
owlike:genson,https://github.com/owlike/genson.git,e00ef3190f91d7bc449d9e165a46cd465d17c1fd,genson,true,true,true,
basho:riak-java-client,https://github.com/basho/riak-java-client.git,bed6cd60f360bacf1b873ab92dd74f2526651e71,riak-java-client,true,true,false,2018-02-27 17:15:27 +0000
cucumber:cucumber-jvm,https://github.com/cucumber/cucumber-jvm.git,8e9d4378d33075447764ee1581faddec2181424b,cucumber-jvm,true,true,true,
penglongli:PBlog,https://github.com/penglongli/PBlog.git,6824591e56afeee5d06c02ab79f47a27584709c1,PBlog,true,true,false,2016-08-28 13:47:41 +0800
alexvictoor:web-logback,https://github.com/alexvictoor/web-logback.git,51c01491821d5780c595ff4329ebeabbb5008c6c,web-logback,true,true,false,2015-11-22 17:48:16 +0100
sofastack:sofa-hessian,https://github.com/sofastack/sofa-hessian.git,54bc9654c7f1a573e3e5d92479be9223d9573895,sofa-hessian,true,true,false,2023-06-29 12:04:15 +0800
fabiomaffioletti:jsondoc,https://github.com/fabiomaffioletti/jsondoc.git,972b966721e0eaf603712e234e58926dfc0dee02,jsondoc,true,true,true,
vietj:retrofit-vertx,https://github.com/vietj/retrofit-vertx.git,219cbb30d590298c872c97937a2fde3f8db0a44e,retrofit-vertx,true,true,false,2019-11-05 12:02:04 +0100
notnoop:java-apns,https://github.com/notnoop/java-apns.git,4b02c9e9196087530590bf6442abbf3c35423216,java-apns,true,true,false,2021-03-24 15:31:05 +0100
zxing:zxing,https://github.com/zxing/zxing.git,2fb22b724660b9af7edd22fc0f88358fdaf63aa1,zxing,true,true,true,
TridentSDK:TridentSDK,https://github.com/TridentSDK/TridentSDK.git,c60da34d514127551fe05213e59522fbc416fb28,TridentSDK,true,true,false,2017-08-26 10:40:45 -0700
leangen:graphql-spqr,https://github.com/leangen/graphql-spqr.git,f49d7e93f8743361abafea5188f42182fd1dd7ae,graphql-spqr,true,true,false,2024-01-07 15:03:37 +0100
siom79:jdrivesync,https://github.com/siom79/jdrivesync.git,9c346ca1f7f2c40f84f9a5332b3f07c5c78ab88a,jdrivesync,true,true,false,2023-09-25 18:19:19 +0000
forcedotcom:ApexUnit,https://github.com/forcedotcom/ApexUnit.git,76cb288cd2ee691db18064e6bb1b7ca1b0e63056,ApexUnit,true,true,false,2022-02-12 00:36:46 -0800
j-easy:easy-flows,https://github.com/j-easy/easy-flows.git,768e839ec9ba67f436093f3b3f454b9b56e97dee,easy-flows,true,true,false,2020-11-15 21:07:08 +0100
tiagobento:watertemplate-engine,https://github.com/tiagobento/watertemplate-engine.git,5d979b97b13c0676100378d2f0b8373fbfd80bd2,watertemplate-engine,true,true,true,
makersoft:mybatis-shards,https://github.com/makersoft/mybatis-shards.git,35216fd264adfcc1466d2969fdda5e97b2626aa8,mybatis-shards,true,true,false,2021-12-27 22:12:40 +0800
prometheus:client_java,https://github.com/prometheus/client_java.git,5867b799a735288147bfd9ee680ca588a34490b9,client_java,true,true,true,
keepcosmos:beanmother,https://github.com/keepcosmos/beanmother.git,860ecb84b339cc2ef905b1ac600897cfd3a27c40,beanmother,true,true,true,
opennars:opennars,https://github.com/opennars/opennars.git,4d1bdb0f599ccf6ed44edfc398f02f930713d30f,opennars,true,true,false,2020-10-27 23:57:31 +0000
ribasco:async-gamequery-lib,https://github.com/ribasco/async-gamequery-lib.git,6bcd8919cd3bcac762294cc77c75fcc8472d60c4,async-gamequery-lib,true,true,true,
uartois:sonar-golang,https://github.com/uartois/sonar-golang.git,c57c5baba1b546642bfdf56d6be8d4ef06edcbf8,sonar-golang,true,true,false,2018-05-19 12:06:40 +0200
jMotif:sax-vsm_classic,https://github.com/jMotif/sax-vsm_classic.git,cdf870bbb9ef68774186797bcaf26c971db29365,sax-vsm_classic,true,true,false,2022-01-10 20:59:51 +0100
oracle:weblogic-monitoring-exporter,https://github.com/oracle/weblogic-monitoring-exporter.git,e28017bc85dd4ffe60a27be0debc71718f4f2113,weblogic-monitoring-exporter,true,true,true,
cloudyrock:mongock,https://github.com/cloudyrock/mongock.git,b979f2da701ee014d8ee5780cc1791a97ce8a3e8,mongock,true,true,true,
clouway:oauth2-server,https://github.com/clouway/oauth2-server.git,4159a00fb80590f87326703eaea1e71b84c28899,oauth2-server,true,false,true,
ssaarela:javersion,https://github.com/ssaarela/javersion.git,f4145880a7b350c65608dc9b10d40b6d8daa2e29,javersion,true,true,true,
oracle:oci-java-sdk,https://github.com/oracle/oci-java-sdk.git,03a774fb7c0a6c643bbef2d2e890bb74143b7519,oci-java-sdk,true,true,true,
opentelecoms-org:jsmpp,https://github.com/opentelecoms-org/jsmpp.git,e8cc943df4eecc3b947a2d7ac77fb600e1621e48,jsmpp,true,true,true,
geftimov:hadoop-map-reduce-patterns,https://github.com/geftimov/hadoop-map-reduce-patterns.git,4c3078d0617c0a4c87eb44544ad606ca09a951c8,hadoop-map-reduce-patterns,true,true,false,2022-09-27 11:37:30 +0100
twilio:twilio-java,https://github.com/twilio/twilio-java.git,68675af8c69f755d78a68f66f19baef59bd3eb95,twilio-java,true,true,false,2024-05-24 11:06:39 +0000
apereo:java-cas-client,https://github.com/apereo/java-cas-client.git,ddf234d0006d3446509c15f949c2a9c6e1ed925f,java-cas-client,true,true,true,
